Nom;Molecule;Dosage;Unite;Forme;Presentation;PPV;Remboursement
COLPOSEPTINE;CHLORQUINALDOL / PROMESTRIENE;200 / 10;MG / MG;COMPRIME GYNECOLOGIQUE;1 BOITE 18 COMPRIME GYNECOLOGIQUE; 47,20   ;0%
OFLOCET;OFLOXACINE;200;MG;SOLUTION POUR PERFUSION;1 FLACON 40 ML; 285,00   ;70%
OFLOCET;OFLOXACINE;200;MG;SOLUTION POUR PERFUSION;1 FLACON 40 ML; 285,00   ;70%
TRISIUM;SULFAMETHOXAZOLE / TRIMETHOPRIME / BROMHEXINE;4 / 800 / 4;G / MG / MG;SUSPENSION BUVABLE;1 FLACON 120 ML; 29,50   ;0%
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE;250 / 62.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 12 SACHET; 63,25   ;70%
CLAVAM;AMOXICILLINE / ACIDE CLAVULANIQUE;250 / 62.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 12 SACHET; 63,25   ;70%
ADRENALINE 1 MG;EPINEPHRINE;1;MG;SOLUTION INJECTABLE;1 BOITE 10 AMPOULE INJECTABLE; 21,20   ;70%
TRIOMUNE 30;STAVUDINE / LAMIVUDINE;30 / 150;MG / MG;COMPRIME;1 BOITE 30 COMPRIME; 75,60   ;70%
SAFLU;FLUTICASONE / SALMETEROL;250 / 25;µG / µG;SUSPENSION POUR INHALATION;1 FLACON 120 DOSE; 195,00   ;70%
ALFAMOX;AMOXICILLINE;1;G;COMPRIME;1 BOITE 12 COMPRIME; 53,50   ;70%
ISONE;PREDNISONE;1;MG;COMPRIME;1 BOITE 30 COMPRIME; 12,30   ;70%
DOLMAX F.T. 500;PARACETAMOL;500;MG;COMPRIME ORODISPERSIBLE;1 BOITE 12 COMPRIME ORODISPERSIBLE; 16,00   ;70%
DIGOXINE NATIVELLE;DIGOXINE;0.25;MG;COMPRIME SECABLE;1 BOITE 30 COMPRIME SECABLE; 25,00   ;70%
ISOPRINOSINE;INOSINE ACEDOBENE DIMEPRANOL;500;MG;COMPRIME SECABLE;1 BOITE 8 COMPRIME; 52,50   ;0%
APHILAN;BUCLIZINE;25;MG;COMPRIME SECABLE;1 BOITE 20 COMPRIME; 14,90   ;0%
CELESTENE;BETAMETHASONE;4;MG;SOLUTION INJECTABLE;1 BOITE 3 AMPOULE INJECTABLE; 49,00   ;70%
CALCIDIA;CALCIUM;1540;MG;GRANULE POUR SUSPENSION BUVABLE;1 BOITE 20 SACHET; 61,60   ;70%
NOVOCLIN 1G/125MG;AMOXICILLINE / ACIDE CLAVULANIQUE;1 / 125;G / MG;POUDRE POUR SUSPENSION BUVABLE;1 BOITE 24 SACHET; 188,00   ;70%
PHAEVA;GESTODENE / ETHINYLESTRADIOL;0.05 / 0.03;MG / MG;COMPRIME ENROBE;1 BOITE 28 COMPRIME ENROBE; 75,40   ;0%
CODETUX ENF;CODEINE;90;%;SIROP;1 FLACON 125 ML; 13,35   ;0%
EPIRUBICINE MYLAN 2 MG/ML;EPIRUBICINE;10 / 5;MG/ML;SOLUTION POUR PERFUSION;1 BOITE 1 FLACON; 74,40   ;70%
FLOXAPEN;FLUCLOXACILLINE;125;MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 100 ML; 36,70   ;70%
MIDAZOLAM MYLAN;MIDAZOLAM;5;MG;SOLUTION INJECTABLE;1 BOITE 10 FLACON 1 ML; -     ;0%
CATEX;CIPROFLOXACINE;500;MG;COMPRIME PELLICULE;1 BOITE 10 COMPRIME; 150,00   ;70%
RINIAZIDE;RIFAMPICINE / ISONIAZIDE;300 / 150;MG / MG;GELULE;1 BOITE 100 GELULE; 305,50   ;0%
CARDURA;DOXAZOSINE;2;MG;COMPRIME;1 BOITE 20 COMPRIME; 200,20   ;0%
TAHOR;ATORVASTATINE;80;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME; 313,00   ;70%
TAHOR;ATORVASTATINE;80;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME; 313,00   ;70%
BIOMOX;AMOXICILLINE;250;MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 60 ML; 23,40   ;70%
CRESTOR;ROSUVASTATINE;20;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME; 453,00   ;70%
CRESTOR;ROSUVASTATINE;20;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME; 453,00   ;70%
VALDOXAN 25 MG;AGOMELATINE;25;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME PELLICULE; 499,00   ;0%
AVANDAMET;ROSIGLITAZONE / METFORMINE;4 / 1000;MG / MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME PELLICULE; 210,00   ;0%
AVANDAMET;ROSIGLITAZONE / METFORMINE;4 / 1000;MG / MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME PELLICULE; 210,00   ;0%
ZEFFIX;LAMIVUDINE;100;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME PELLICULE; 914,00   ;70%
FLEXEN;KETOPROFENE;2.5;%;GEL;1 TUBE 50 G; 45,35   ;0%
ARNIGEL;SOUCHE HOMEOPATHIQUE;;NA;GEL;1 TUBE 45 G; 45,00   ;0%
CHIBRO-PROSCAR;FINASTERIDE;5;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME; 313,40   ;0%
DUROGESIC;FENTANYL;75;µG/H;DISPOSITIF TRANSDERMIQUE;1 BOITE 5 PATCH; 671,00   ;70%
BETADINE SCRUB;POVIDONE IODEE;4;G;SOLUTION MOUSSANTE POUR APPLICATION LOCALE;1 FLACON 125 ML; 16,60   ;0%
SPREGAL;ESDEPALLETHRINE / BUTOXYDE DE PIPERONYLE;0.63 / 5.04;% / %;SOLUTION POUR APPLICATION LOCALE;1 FLACON 152 G; 106,00   ;0%
PARASPHAN;PARACETAMOL / ACIDE ACETYLSALICYLIQUE;135 / 265;MG / MG;COMPRIME EFFERVESCENT;1 BOITE 10 COMPRIME EFFERVESCENT; 17,30   ;0%
CORONAT;CARVEDILOL;25;MG;COMPRIME;1 BOITE 30 COMPRIME; 116,90   ;70%
CORONAT;CARVEDILOL;25;MG;COMPRIME;1 BOITE 30 COMPRIME; 116,90   ;70%
DIPREZAR;LOSARTAN / HYDROCHLOROTHIAZIDE;50 / 12.5;MG / MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME; 126,00   ;70%
TOTAPEN;AMPICILLINE;1;G;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 4 FLACON; 51,80   ;70%
BRICANYL LP;TERBUTALINE;5;MG;COMPRIME LP;1 BOITE 30 COMPRIME; 47,20   ;0%
VISCERALGINE;TIEMONIUM;5;MG;SOLUTION INJECTABLE;1 BOITE 10 AMPOULE INJECTABLE; 17,00   ;70%
DOCETAXEL COOPER 20 MG;DOCETAXEL;20;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON .5 ML; 842,00   ;70%
LEXUS;DOCETAXEL;20;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON .5 ML; 1 348,00   ;70%
ZELDOX;ZIPRASIDONE;60;MG;GELULE;1 BOITE 14 GELULE; 378,00   ;70%
VANCOCINE;VANCOMYCINE;500;MG;LYOPHILISAT POUR PERFUSION;1 BOITE 1 FLACON; 244,30   ;70%
PULMOFLUIDE ENF;GUAIFENESINE / PHOLCODINE;41 / 19.7;MG / MG;SIROP;1 FLACON 150 ML; 11,90   ;0%
ISONE;PREDNISONE;50;MG;COMPRIME;1 BOITE 20 COMPRIME; 85,80   ;70%
DIVARIUS 20 MG;PAROXETINE;20;MG;COMPRIME PELLICULE SECABLE;1 BOITE 14 COMPRIME SECABLE; 83,70   ;70%
DIVARIUS 20 MG;PAROXETINE;20;MG;COMPRIME PELLICULE SECABLE;1 BOITE 14 COMPRIME SECABLE; 83,70   ;70%
FUNGILYSE;ECONAZOLE;1;%;CREME;1 TUBE 50 G; 30,50   ;70%
GENTAGAM 120;GENTAMICINE;120;MG;SOLUTION INJECTABLE;1 BOITE 6 AMPOULE INJECTABLE; 77,00   ;70%
TANAKAN;EXTRAIT DE GINKGO BILOBA;40;MG;COMPRIME ENROBE;1 BOITE 30 COMPRIME; 71,35   ;0%
RECORMON;EPOETINE BETA;1000;UI;PREPARATION INJECTABLE;1 BOITE 6 SERINGUE; -     ;70%
ANZEMET;DOLASETRON;100;MG;SOLUTION INJECTABLE;1 AMPOULE 5 ML; 151,17   ;70%
ZAREX;CARBOPLATINE;450;MG;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; 2 289,00   ;70%
ARACYTINE;CYTARABINE;1;G;POUDRE POUR SOLUTION INJECTABLE;1 FLACON 5 ML; 436,00   ;70%
ARACYTINE;CYTARABINE;1;G;POUDRE POUR SOLUTION INJECTABLE;1 FLACON 5 ML; 436,00   ;70%
BEVIRAN;MEBEVERINE;200;MG;COMPRIME ENROBE;1 BOITE 30 COMPRIME; 44,00   ;70%
INDUCTAN;TRIMEBUTINE;100;MG;COMPRIME ENROBE;1 BOITE 20 COMPRIME; 37,60   ;70%
RENNIE;CARBONATE DE CALCIUM / CARBONATE DE MAGNESIUM;680 / 80;MG / MG;COMPRIME;1 BOITE 36 COMPRIME; 14,45   ;0%
GENTAGAM 80;GENTAMICINE;80;MG;SOLUTION INJECTABLE;1 BOITE 25 AMPOULE INJECTABLE; 61,20   ;70%
MABTHERA;RITUXIMAB;500;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON 50 ML; 13 737,00   ;70%
ZADRYL;CETIRIZINE;10;MG;COMPRIME ENROBE SECABLE;1 BOITE 30 COMPRIME ENROBE; 91,50   ;70%
MUCINUM A L EXTRAIT CASCARA;SENE / CASCARA;30 / 40;MG / MG;COMPRIME ENROBE;1 BOITE 20 COMPRIME; 21,20   ;0%
HUMIRA 40MG;ADALIMUMAB;40;MG;SOLUTION INJECTABLE;1 BOITE 2 STYLO PRE-REMPLI; -     ;0%
MIVACRON;MIVACURIUM;10;MG;SOLUTION INJECTABLE;1 BOITE 10 AMPOULE INJECTABLE; -     ;0%
ANASTROZOLE COOPER;ANASTROZOLE;1;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; 796,00   ;70%
CARDENSIEL;BISOPROLOL;2.5;MG;COMPRIME PELLICULE SECABLE;1 BOITE 30 COMPRIME; 54,10   ;70%
EXJADE;DEFERASIROX;500;MG;COMPRIME DISPERSIBLE;1 BOITE 28 COMPRIME; -     ;0%
EXJADE;DEFERASIROX;500;MG;COMPRIME DISPERSIBLE;1 BOITE 28 COMPRIME; -     ;0%
BICNU;CARMUSTINE;100;MG;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; 505,00   ;70%
EQUORAL;CICLOSPORINE;25;MG;CAPSULE MOLLE;1 BOITE 30 CAPSULE; 338,00   ;70%
PULMICORT TURBUHALER;BUDESONIDE;200;µG;POUDRE POUR INHALATION;1 FLACON 100 DOSE; 204,00   ;70%
LONGAMYCINE;DOXYCYCLINE;100;MG;GELULE;1 BOITE 10 GELULE; 34,60   ;70%
TIASUREX LP 1.5 MG;INDAPAMIDE;1.5;MG;COMPRIME LP;1 BOITE 30 COMPRIME A LP; 29,30   ;0%
EOSINE PHARMA;EOSINE;2;G;SOLUTION POUR APPLICATION LOCALE;1 FLACON 30 ML; 6,15   ;0%
LASILIX;FUROSEMIDE;40;MG;COMPRIME SECABLE;1 BOITE 20 COMPRIME; 34,90   ;70%
BIOSULIN R;INSULINE HUMAINE;100;UI;SOLUTION INJECTABLE;1 FLACON 10 ML; 130,00   ;70%
PROGESTERONE RETARD PHARLON;HYDROXYPROGESTERONE;250;MG;SOLUTION INJECTABLE LP;1 BOITE 3 AMPOULE INJECTABLE; 66,30   ;0%
AVOLAM;LAMIVUDINE;150;MG;COMPRIME PELLICULE;1 BOITE 60 COMPRIME; 256,00   ;70%
OLICLINOMEL N4-550E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES;;NA / NA;SOLUTION ET EMULSION POUR PERFUSION;1 POCHE 2 L; -     ;0%
OLICLINOMEL N4-550E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES;;NA / NA;SOLUTION ET EMULSION POUR PERFUSION;1 POCHE 2 L; -     ;0%
ZIDIME 2G;CEFTAZIDIME;2;G;POUDRE POUR PREPARATION INJECTABLE;1 BOITE 1 FLACON; 184,70   ;0%
PACLITAXEL MYLAN PHARMA 30 MG/5ML;PACLITAXEL;30;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON 5 ML; 430,00   ;70%
METFORMINE WIN 500 MG;METFORMINE;500;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; 10,40   ;70%
METFORMINE WIN 500 MG;METFORMINE;500;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; 10,40   ;70%
VALSARTAN WIN 160 MG;VALSARTAN;160;MG;COMPRIME PELLICULE SECABLE;1 BOITE 28 COMPRIME PELLICULE SECABLE; 186,30   ;70%
ASPEGIC;ACIDE ACETYLSALICYLIQUE;500;MG;SOLUTION INJECTABLE;6 AMPOULE 5 ML; 57,00   ;70%
BIOMOX;AMOXICILLINE;500;MG;GELULE;1 BOITE 24 GELULE; 69,30   ;70%
PARANTAL;PARACETAMOL;500;MG;GRANULE POUR SUSPENSION BUVABLE;1 BOITE 16 SACHET; 20,50   ;70%
VOTRIENT 400 MG;PAZOPANIB;400;MG;COMPRIME PELLICULE;1 BOITE 60 COMPRIME PELLICULE; 21 907,00   ;0%
LANTUS SOLOSTAR;INSULINE HUMAINE;100;UI;SOLUTION INJECTABLE LP;1 BOITE 1 STYLO PRE-REMPLI; 152,50   ;70%
LANTUS SOLOSTAR;INSULINE HUMAINE;100;UI;SOLUTION INJECTABLE LP;1 BOITE 1 STYLO PRE-REMPLI; 152,50   ;70%
EPHEDRYL;PARACETAMOL / TRIPROLIDINE;300 / 2.5;MG / MG;COMPRIME SECABLE;1 BOITE 20 COMPRIME; 17,25   ;0%
MONOZECLAR 500 MG;CLARITHROMYCINE;500;MG;COMPRIME PELLICULE LP;1 BOITE 10 COMPRIME PELLICULE; 163,40   ;70%
MONOZECLAR 500 MG;CLARITHROMYCINE;500;MG;COMPRIME PELLICULE LP;1 BOITE 10 COMPRIME PELLICULE; 163,40   ;70%
RINGER LACTATE SOTHEMA;CHLORURE DE SODIUM / CHLORURE DE POTASSIUM;0.6 / 0.04;G / G;SOLUTION POUR PERFUSION;1 POCHE 1 L; 27,90   ;0%
CEFALOTINE PHARMA 1 G (IM - IV);CEFALOTINE;1;G;SOLUTION INJECTABLE;1 BOITE 1 FLACON DE POUDRE+AMPOULE DE SOLVANT; 28,50   ;70%
CEFALOTINE PHARMA 1 G (IM - IV);CEFALOTINE;1;G;SOLUTION INJECTABLE;1 BOITE 1 FLACON DE POUDRE+AMPOULE DE SOLVANT; 28,50   ;70%
TANZAAR 50;LOSARTAN;50;MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME PELLICULE; 42,00   ;70%
DOLIPRANE;PARACETAMOL;500;MG;COMPRIME EFFERVESCENT;1 BOITE 16 COMPRIME; 15,80   ;70%
ANASTROZOLE COOPER;ANASTROZOLE;1;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; 796,00   ;70%
NOZINAN;LEVOMEPROMAZINE;4;%;SOLUTION POUR GOUTTES BUVABLES;1 FLACON 30 ML; 38,50   ;70%
CARBOSYLANE;CHARBON ACTIVE / DIMETICONE;140 / 45;MG / MG;GELULE;1 BOITE 24 DOSE DE 2 GELULE JUMELEE; 44,80   ;0%
POTEX;EPOETINE ALFA;3000;UI;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 KIT; 492,00   ;70%
ASTAPH;FLUCLOXACILLINE;500;MG;GELULE;1 BOITE 12 GELULE; 50,00   ;70%
BUTAMYL;SALBUTAMOL;100;µG;SUSPENSION POUR INHALATION BUCCALE;1 FLACON 200 DOSE; 45,30   ;70%
PAVULON;PANCURONIUM;4;MG;SOLUTION INJECTABLE;1 BOITE 10 AMPOULE INJECTABLE; 224,90   ;0%
TONOCALCIN;SALCATONINE;50;UI;SOLUTION INJECTABLE;1 BOITE 5 AMPOULE INJECTABLE; 255,15   ;0%
ERVEVAX;VACCIN ANTI-RUBEOLE;;NA;PREPARATION INJECTABLE;1 BOITE 1 FLACON; 75,40   ;70%
GLYCAN 500;METFORMINE;500;MG;COMPRIME PELLICULE;1 BOITE 50 COMPRIME; 19,50   ;70%
AMAREL;GLIMEPIRIDE;2;MG;COMPRIME;1 BOITE 60 COMPRIME; 115,70   ;70%
AVOLAM;LAMIVUDINE;150;MG;COMPRIME PELLICULE;1 BOITE 60 COMPRIME; 256,00   ;70%
DIPRIVAN;PROPOFOL;200;MG;EMULSION INJECTABLE;1 BOITE 5 AMPOULE; 353,00   ;0%
DOLGIT;IBUPROFENE;5;%;CREME;1 TUBE 50 G; 44,40   ;0%
METHERGIN;METHYLERGOMETRINE;0.25;MG;SOLUTION POUR GOUTTES BUVABLES;1 FLACON 10 ML; 40,90   ;70%
AVIRODIN;INDINAVIR;400;MG;GELULE;1 BOITE 60 GELULE; 550,00   ;70%
AVIRODIN;INDINAVIR;400;MG;GELULE;1 BOITE 60 GELULE; 550,00   ;70%
CYMEVENE;GANCICLOVIR;500;MG;LYOPHILISAT POUR PERFUSION;1 FLACON 10 ML; 574,00   ;70%
AMAREL;GLIMEPIRIDE;4;MG;COMPRIME;1 BOITE 60 COMPRIME; 156,70   ;70%
CINET;DOMPERIDONE;10;MG;COMPRIME;1 BOITE 30 COMPRIME; 44,00   ;70%
CORONAT;CARVEDILOL;6.25;MG;COMPRIME;1 BOITE 30 COMPRIME; 49,50   ;70%
CORONAT;CARVEDILOL;6.25;MG;COMPRIME;1 BOITE 30 COMPRIME; 49,50   ;70%
BETADINE;POVIDONE IODEE;10;G;SOLUTION POUR APPLICATION LOCALE;1 FLACON 125 ML; 25,00   ;0%
TOPSYNE GRAS;FLUOCINONIDE;0.05;%;POMMADE;1 TUBE 15 G; 23,60   ;0%
DAFLON;FLAVONOIDES MICRONISES;500;MG;COMPRIME ENROBE;1 BOITE 20 COMPRIME; 99,00   ;0%
STALEVO 150/37.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA;200 / 150 / 40.50;MG / MG / MG;COMPRIME PELLICULE;1 BOITE 100 COMPRIME PELLICULE; 1 232,80   ;0%
STALEVO 150/37.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA;200 / 150 / 40.50;MG / MG / MG;COMPRIME PELLICULE;1 BOITE 100 COMPRIME PELLICULE; 1 232,80   ;0%
ULTRAVIST;IOPROMIDE;300;MG;SOLUTION INJECTABLE;1 FLACON 100 ML; 556,50   ;0%
OXYGENOR;TRIMETAZIDINE;20;MG;COMPRIME PELLICULE;1 BOITE 60 COMPRIME; 45,00   ;70%
TRIFENE;IBUPROFENE;2;%;SUSPENSION BUVABLE;1 FLACON 200 ML; 23,50   ;70%
CARDURA;DOXAZOSINE;4;MG;COMPRIME;1 BOITE 20 COMPRIME; 230,00   ;0%
CLOFENE;DICLOFENAC;50;MG;COMPRIME ENROBE GASTRO-RESISTANT;1 BOITE 20 COMPRIME ENROBE GASTRO-RESISTANT; 32,90   ;70%
ADO;METFORMINE;850;MG;COMPRIME PELLICULE;1 BOITE 30 COMPRIME PELLICULE; 19,00   ;70%
SECTRAL;ACEBUTOLOL;200;MG;COMPRIME PELLICULE;1 BOITE 20 COMPRIME; 37,80   ;70%
SOCLAV NOURISSON;AMOXICILLINE / ACIDE CLAVULANIQUE;100 / 12.5;MG / MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 30 ML; 38,00   ;70%
ZOVIRAX;ACICLOVIR;5;%;CREME;1 TUBE 2 G; 45,00   ;0%
TRIADOL;TRAMADOL;50;MG;GELULE;1 BOITE 30 GELULE; 60,10   ;70%
IRINOCYT 100 MG/5ML;IRINOTECAN;100;MG;SOLUTION A DILUER POUR PERFUSION;1 FLACON 5 ML; 1 313,00   ;70%
PLAVIX;CLOPIDOGREL;75;MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME; 195,80   ;70%
PLAVIX;CLOPIDOGREL;75;MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME; 195,80   ;70%
REJUVA-A;TRETINOINE;0.025;%;CREME;1 TUBE 25 G; 228,00   ;0%
AMIKACINE MYLAN;AMIKACINE;500;MG;POUDRE POUR SOLUTION INJECTABLE;20 FLACON 4 ML; 1 069,00   ;70%
LEVITRA;VARDENAFIL;5;MG;COMPRIME PELLICULE;1 BOITE 1 COMPRIME; 98,00   ;0%
AVANDIA;ROSIGLITAZONE;4;MG;COMPRIME PELLICULE;1 BOITE 14 COMPRIME; 105,70   ;0%
AVD VIT B1 C DEROL;ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C);330 / 200;MG / MG;COMPRIME EFFERVESCENT;1 TUBE 20 COMPRIME EFFERVESCENT; 17,85   ;0%
TAMIFLU;OSELTAMIVIR;75;MG;GELULE;1 BOITE 10 GELULE; 332,00   ;70%
TAMIFLU;OSELTAMIVIR;75;MG;GELULE;1 BOITE 10 GELULE; 332,00   ;70%
TAGAMET;CIMETIDINE;200;MG;COMPRIME EFFERVESCENT;1 BOITE 20 COMPRIME; 107,10   ;70%
TAGAMET;CIMETIDINE;200;MG;COMPRIME EFFERVESCENT;1 BOITE 20 COMPRIME; 107,10   ;70%
TUBERCULINE 2 UT / 0,1ML;TUBERCULINE;0.4;MG;PREPARATION INJECTABLE INTRADERMIQUE;1 BOITE 1 FLACON; 117,00   ;0%
GENTAGAM 80;GENTAMICINE;80;MG;SOLUTION INJECTABLE;1 BOITE 1 AMPOULE INJECTABLE; 12,70   ;70%
NIFLURIL;ACIDE NIFLUMIQUE;250;MG;GELULE;1 BOITE 30 GELULE; 34,10   ;70%
NIDAZOL;METRONIDAZOLE;500;MG;OVULE;1 BOITE 10 OVULE; 29,60   ;70%
CURACNE;ISOTRETINOINE;20;MG;CAPSULE MOLLE;1 BOITE 30 CAPSULE; 360,00   ;70%
PENAMOX;AMOXICILLINE;250;MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 60 ML; 28,90   ;70%
GLYAZID;GLICLAZIDE;80;MG;COMPRIME SECABLE;1 BOITE 60 COMPRIME; 83,40   ;70%
FLEXEN;KETOPROFENE;2.5;%;GEL;1 TUBE 20 G; 29,10   ;0%
BOLINAN;POVIDONE;2;G;COMPRIME SECABLE;1 BOITE 40 COMPRIME; 73,30   ;0%
THIAM;THIAMPHENICOL;250;MG;COMPRIME;1 BOITE 16 COMPRIME; 26,00   ;70%
THIAM;THIAMPHENICOL;250;MG;COMPRIME;1 BOITE 16 COMPRIME; 26,00   ;70%
TIEMOZYL;TIEMONIUM IODURE / DIPROPHYLLINE;300 / 50;MG / MG;SUPPOSITOIRE;1 BOITE 10 SUPPOSITOIRE; 13,55   ;70%
PARANTAL;PARACETAMOL;500;MG;COMPRIME;1 BOITE 20 COMPRIME; 10,10   ;70%
CICATRYL;PARACHLOROMETACRESOL / GAIAZULENE;120 / 7;MG / MG;POMMADE;1 TUBE 80 G; 19,20   ;0%
SOLUGEL;PEROXYDE DE BENZOYLE;8;%;GEL;1 TUBE 45 G; 89,60   ;0%
MOVICOL;MACROGOL 3350;13.125;G;POUDRE POUR SOLUTION BUVABLE;1 BOITE 20 SACHET; 73,20   ;0%
OMEGEN;OMEPRAZOLE;20;MG;GELULE;1 BOITE 14 GELULE; 38,00   ;70%
AMBROLYS 30MG/5ML;AMBROXOL;30;MG;SOLUTION BUVABLE;1 FLACON 200 ML; 33,00   ;0%
AMBROLYS 30MG/5ML;AMBROXOL;30;MG;SOLUTION BUVABLE;1 FLACON 200 ML; 33,00   ;0%
OESTROGEL;OESTRADIOL;0.06;%;GEL;1 TUBE 80 G; 18,50   ;0%
FLUZOFT;FLUOXETINE;20;MG;GELULE;1 BOITE 14 GELULE; 83,00   ;70%
RULID;ROXITHROMYCINE;300;MG;COMPRIME PELLICULE;1 BOITE 7 COMPRIME; 83,70   ;70%
POTASSIUM;GLUCONATE DE POTASSIUM;15;%;SIROP;1 FLACON 125 ML; 24,60   ;0%
XARELTO;RIVAROXABAN;10;MG;COMPRIME PELLICULE;1 BOITE 5 COMPRIME PELLICULE; 442,00   ;0%
XARELTO;RIVAROXABAN;10;MG;COMPRIME PELLICULE;1 BOITE 5 COMPRIME PELLICULE; 442,00   ;0%
TRESORIX;CYPROHEPTADINE / VITAMINES;1.5;MG / NA;SIROP;1 FLACON 150 ML; 32,40   ;0%
EFITAC;RANITIDINE;150;MG;COMPRIME EFFERVESCENT;1 BOITE 20 COMPRIME; 76,00   ;70%
EFITAC;RANITIDINE;150;MG;COMPRIME EFFERVESCENT;1 BOITE 20 COMPRIME; 76,00   ;70%
ISOLONE;PREDNISOLONE;5;MG;COMPRIME EFFERVESCENT;1 BOITE 30 COMPRIME; 23,00   ;70%
MUCICLAR ADULTE;CARBOCYSTEINE;5;%;SIROP;1 FLACON 125 ML; 22,75   ;0%
FRAXIPARINE;NADROPARINE;5700;UI;SOLUTION INJECTABLE;1 BOITE 2 SERINGUE; 193,80   ;70%
RAZON 40 MG;PANTOPRAZOLE;40;MG;COMPRIME ENROBE GASTRO-RESISTANT;1 BOITE 7 COMPRIME ENROBE GASTRO-RESISTANT; 52,50   ;0%
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE;500 / 125;MG / MG;COMPRIME PELLICULE;1 BOITE 24 COMPRIME; 275,40   ;70%
FLOXAPEN;FLUCLOXACILLINE;250;MG;POUDRE POUR SUSPENSION BUVABLE;1 FLACON 100 ML; 71,40   ;70%
JANUVIA;SITAGLIPTINE;100;MG;COMPRIME PELLICULE;1 BOITE 28 COMPRIME; 393,00   ;70%
POTASSIUM CHLORURE;CHLORURE DE POTASSIUM;10;%;SOLUTION POUR PERFUSION;1 BOITE 10 AMPOULE INJECTABLE; 26,70   ;70%
SIFROL 2.1 MG;PRAMIPEXOLE;2.1;MG;COMPRIME LP;1 BOITE 30 COMPRIME A LP; 1 084,00   ;0%
SANDIMMUN;CICLOSPORINE;100;MG;SOLUTION BUVABLE;1 FLACON 10 ML; -     ;70%
AERIUS;DESLORATADINE;5;MG;COMPRIME ENROBE;1 BOITE 30 COMPRIME; 149,30   ;0%
LEVOTHYROX;LEVOTHYROXINE SODIQUE;200;µG;COMPRIME SECABLE;1 BOITE 30 COMPRIME SECABLE; 37,20   ;70%
MIDAZOLAM MYLAN;MIDAZOLAM;50;MG;SOLUTION INJECTABLE;1 BOITE 10 FLACON 10 ML; -     ;0%
BUTOVENT;SALBUTAMOL;2;MG/5ML;SOLUTION BUVABLE;1 FLACON 150 ML; 21,90   ;70%
LAMICTAL;LAMOTRIGINE;100;MG;COMPRIME;1 BOITE 30 COMPRIME; 250,00   ;70%
ULTRAVIST;IOPROMIDE;300;MG;SOLUTION INJECTABLE;1 FLACON 50 ML; 277,70   ;0%
FENTANYL MYLAN;FENTANYL;500;µG;SOLUTION INJECTABLE;1 BOITE 10 AMPOULE; -     ;0%
CETAXON;CEFOTAXIME;500;MG;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; 28,60   ;70%
CETAXON;CEFOTAXIME;500;MG;POUDRE POUR SOLUTION INJECTABLE;1 BOITE 1 FLACON; 28,60   ;70%
CHLORURE DE SODIUM LAPROPHAN;CHLORURE DE SODIUM;0.9;%;SOLUTION POUR PERFUSION;1 POCHE 100 ML; 16,60   ;0%
